../instances/2n500w1k10 MEA Results:

=== Mutation rate: 0.9 ===
k=3 | Run 1: MEA evaluations = 2326
k=3 | Run 2: MEA evaluations = 9430
k=3 | Run 3: MEA evaluations = 3575
k=3 | Run 4: MEA evaluations = 5975
k=3 | Run 5: MEA evaluations = 16083
k=3 | Run 6: MEA evaluations = 16882
k=3 | Run 7: MEA evaluations = 1417
k=3 | Run 8: MEA evaluations = 1713
k=3 | Run 9: MEA evaluations = 2975
k=3 | Run 10: MEA evaluations = 7965
k=3 | Run 11: MEA evaluations = 2727
k=3 | Run 12: MEA evaluations = 5013
k=3 | Run 13: MEA evaluations = 12291
k=3 | Run 14: MEA evaluations = 4514
k=3 | Run 15: MEA evaluations = 10828
k=3 | Run 16: MEA evaluations = 4346
k=3 | Run 17: MEA evaluations = 11519
k=3 | Run 18: MEA evaluations = 7346
k=3 | Run 19: MEA evaluations = 2343
k=3 | Run 20: MEA evaluations = 4583
k=3 | Run 21: MEA evaluations = 2994
k=3 | Run 22: MEA evaluations = 14543
k=3 | Run 23: MEA evaluations = 3554
k=3 | Run 24: MEA evaluations = 5344
k=3 | Run 25: MEA evaluations = 4396
k=3 | Run 26: MEA evaluations = 748
k=3 | Run 27: MEA evaluations = 3541
k=3 | Run 28: MEA evaluations = 4881
k=3 | Run 29: MEA evaluations = 33186
k=3 | Run 30: MEA evaluations = 3596
k=6 | Run 1: MEA evaluations = 1529
k=6 | Run 2: MEA evaluations = 2753
k=6 | Run 3: MEA evaluations = 7621
k=6 | Run 4: MEA evaluations = 15848
k=6 | Run 5: MEA evaluations = 2410
k=6 | Run 6: MEA evaluations = 5518
k=6 | Run 7: MEA evaluations = 22383
k=6 | Run 8: MEA evaluations = 13830
k=6 | Run 9: MEA evaluations = 5832
k=6 | Run 10: MEA evaluations = 22926
k=6 | Run 11: MEA evaluations = 4809
k=6 | Run 12: MEA evaluations = 25194
k=6 | Run 13: MEA evaluations = 3858
k=6 | Run 14: MEA evaluations = 13513
k=6 | Run 15: MEA evaluations = 4914
k=6 | Run 16: MEA evaluations = 9582
k=6 | Run 17: MEA evaluations = 10613
k=6 | Run 18: MEA evaluations = 7334
k=6 | Run 19: MEA evaluations = 17839
k=6 | Run 20: MEA evaluations = 16052
k=6 | Run 21: MEA evaluations = 4441
k=6 | Run 22: MEA evaluations = 4602
k=6 | Run 23: MEA evaluations = 28714
k=6 | Run 24: MEA evaluations = 9026
k=6 | Run 25: MEA evaluations = 7803
k=6 | Run 26: MEA evaluations = 6242
k=6 | Run 27: MEA evaluations = 4103
k=6 | Run 28: MEA evaluations = 15595
k=6 | Run 29: MEA evaluations = 13823
k=6 | Run 30: MEA evaluations = 16148
k=10 | Run 1: MEA evaluations = 8077
k=10 | Run 2: MEA evaluations = 14094
k=10 | Run 3: MEA evaluations = 6249
k=10 | Run 4: MEA evaluations = 12242
k=10 | Run 5: MEA evaluations = 17942
k=10 | Run 6: MEA evaluations = 3032
k=10 | Run 7: MEA evaluations = 27939
k=10 | Run 8: MEA evaluations = 14054
k=10 | Run 9: MEA evaluations = 4433
k=10 | Run 10: MEA evaluations = 8889
k=10 | Run 11: MEA evaluations = 22674
k=10 | Run 12: MEA evaluations = 6633
k=10 | Run 13: MEA evaluations = 5155
k=10 | Run 14: MEA evaluations = 7771
k=10 | Run 15: MEA evaluations = 9647
k=10 | Run 16: MEA evaluations = 6846
k=10 | Run 17: MEA evaluations = 16496
k=10 | Run 18: MEA evaluations = 3197
k=10 | Run 19: MEA evaluations = 13898
k=10 | Run 20: MEA evaluations = 2244
k=10 | Run 21: MEA evaluations = 14173
k=10 | Run 22: MEA evaluations = 13308
k=10 | Run 23: MEA evaluations = 6548
k=10 | Run 24: MEA evaluations = 5044
k=10 | Run 25: MEA evaluations = 4936
k=10 | Run 26: MEA evaluations = 7602
k=10 | Run 27: MEA evaluations = 7256
k=10 | Run 28: MEA evaluations = 12180
k=10 | Run 29: MEA evaluations = 2452
k=10 | Run 30: MEA evaluations = 4268
