../instances/n500w1k10 MEA Results:

=== Mutation rate: 0.9 ===
k=10 | Run 1: MEA evaluations = 143451
k=10 | Run 2: MEA evaluations = 14670
k=10 | Run 3: MEA evaluations = 2162139
k=10 | Run 4: MEA evaluations = 641511
k=10 | Run 5: MEA evaluations = 29813
k=10 | Run 6: MEA evaluations = 340075
k=10 | Run 7: MEA evaluations = 515426
k=10 | Run 8: MEA evaluations = 473367
k=10 | Run 9: MEA evaluations = 208457
k=10 | Run 10: MEA evaluations = 870855
k=10 | Run 11: MEA evaluations = 1134343
k=10 | Run 12: MEA evaluations = 900223
k=10 | Run 13: MEA evaluations = 114885
k=10 | Run 14: MEA evaluations = 381940
k=10 | Run 15: MEA evaluations = 1485088
k=10 | Run 16: MEA evaluations = 291642
k=10 | Run 17: MEA evaluations = 748627
k=10 | Run 18: MEA evaluations = 390994
k=10 | Run 19: MEA evaluations = 1856310
k=10 | Run 20: MEA evaluations = 2212647
k=10 | Run 21: MEA evaluations = 219020
k=10 | Run 22: MEA evaluations = 1290247
k=10 | Run 23: MEA evaluations = 243597
k=10 | Run 24: MEA evaluations = 4604160
k=10 | Run 25: MEA evaluations = 538978
k=10 | Run 26: MEA evaluations = 633919
k=10 | Run 27: MEA evaluations = 35031
k=10 | Run 28: MEA evaluations = 1325584
k=10 | Run 29: MEA evaluations = 520356
k=10 | Run 30: MEA evaluations = 773874
